prompt,chosen,rejected
"One day, Jack went fishing","One day, Jack went fishing with his dad. They took a bag into the lake and Jack put it in his pocket. Jack was amazed that he could carry such a big bag with him.

When they got back home, Jack saw his dad fishing with a new big","One day, Jack went fishing with his dad. Jack was so excited! He had never caught a fish before. He asked his dad, ""Can I catch a fish?"" His dad said, ""Yes, you can catch a fish. But be careful. You don't want"
Once upon a time there,"Once upon a time there was a little girl named Lily. She loved to play with her toys and have fun. One day, Lily's mommy came to her room and said, ""Lily, it's time for dinner. You need to clean up your toys before","Once upon a time there was a little girl called Zoe. Zoe loved playing in the park with her friends. Every day they would go on a trip to the park. 

One day they were playing in the park when suddenly, Zoe's mum called her from the"
Polly had been playing in,"Polly had been playing in the park and looking around when she noticed that her friend Tom was on an empty bench. She had been trying to join him, but he was too far away and she couldn't reach him.

Just then, she saw a small man playing","Polly had been playing in the park with her friends. She saw a big sign that said ""Boys only"". She was curious and wanted to see what it said.

Polly ran over to the sign and saw a boy with a red shirt. He was wearing"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play hide and seek with her friends. One day, they found a big box in the backyard. They were scared, but Lily told her friends to hide inside. 

""Look, it","Once upon a time, there was a little girl named Lily. She loved to play outside in the warm sunshine. One day, she found a big, red ball that she wanted to play with. She asked her mommy to help her find the ball.

""Mom"
"Once upon a time, there","Once upon a time, there was a little girl named Ella who loved to look at pictures. She couldn't find the one she loved until it was on display in the museum. Ella wanted to display it because it was special to her.

Ella asked her","Once upon a time, there was a little boy named Timmy. Timmy loved to play outside in the grass. One day, he saw a big, red ball. Timmy wanted the ball, so he ran to get it.

Timmy was very happy to"
Once upon a time there,"Once upon a time there was a little girl named Lily. She was very happy and loved to play outside. One day, she found a big, white ball in her garden. It was so big she couldn't reach it. 

Lily looked around and saw","Once upon a time there was a rabbit. His name was Max and he was very special. Every day he would hop out of his burrow and hop around to find his way home. 

Now Max was on an adventure. He was walking through the forest,"
"One cold morning, Mommy saw","One cold morning, Mommy saw John holding a cold towel. She asked him what was on it. Suddenly John started running away with the towel. 

Mommy was worried and ran after him. But to her surprise John was very fast. 

""Oh no","One cold morning, Mommy saw a big, red balloon flying in the sky. She was so excited! She ran over to it and gave it a big hug.

""Mommy, can I have a balloon?"" asked the balloon.

Mama smiled and said"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside and explore the world around her. One day, she went to the park and found a tiny butterfly stuck in the mud. 

Lily tried to take it away, but it","Once upon a time, there was a little girl named Lily. She loved to play with her toys and run around outside. One day, she saw a big, red ball in the park. She asked her mom, ""Mommy, can I play with the ball?"" Her"
One day it was raining.,"One day it was raining. It was so cold that it made the air feel icy. A little girl named Lily wanted to go outside and play. She asked her mom, ""Can I go outside and play?"" Her mom said, ""Yes, but be careful. The rain","One day it was raining. I couldn't leave. My shoes were wet and I was miserable. Suddenly, a big hand was grabbing me. It was a kind hearted animal! It pulled me away from the mud and away from the mud. 

The kind heart"
"Once upon a time, a","Once upon a time, a little boy named Timmy went to the park with his mom. They saw a big slide and Timmy wanted to try it. He ran to the slide and started to slide down. He felt so happy and he was having a lot of fun.","Once upon a time, a boy named Timmy went outside to play. He saw a shiny toy truck parked in the grass. He wanted to take it for a ride.

Timmy said to himself, ""Okay, I will take it."" He climbed into the car"
